"date","births","year","month","day_of_month","day_of_week"
1970-06-26,10622,1970,"Jun",26,"Fri"
1970-06-27,9672,1970,"Jun",27,"Sat"
1970-06-28,8728,1970,"Jun",28,"Sun"
1970-06-29,10506,1970,"Jun",29,"Mon"
1970-06-30,11378,1970,"Jun",30,"Tue"
1970-07-01,11136,1970,"Jul",1,"Wed"
1970-07-02,11234,1970,"Jul",2,"Thu"
1970-07-03,10516,1970,"Jul",3,"Fri"
1970-07-04,9380,1970,"Jul",4,"Sat"
1970-07-05,9020,1970,"Jul",5,"Sun"
1970-07-06,10518,1970,"Jul",6,"Mon"
1970-07-07,11292,1970,"Jul",7,"Tue"
1970-07-08,10896,1970,"Jul",8,"Wed"
1970-07-09,10716,1970,"Jul",9,"Thu"
1970-07-10,10862,1970,"Jul",10,"Fri"
1970-07-11,9690,1970,"Jul",11,"Sat"
1970-07-12,9184,1970,"Jul",12,"Sun"
1970-07-13,10568,1970,"Jul",13,"Mon"
1970-07-14,11828,1970,"Jul",14,"Tue"
1970-07-15,11078,1970,"Jul",15,"Wed"
1970-07-16,11048,1970,"Jul",16,"Thu"
1970-07-17,10938,1970,"Jul",17,"Fri"
1970-07-18,9966,1970,"Jul",18,"Sat"
1970-07-19,9520,1970,"Jul",19,"Sun"
1970-07-20,10982,1970,"Jul",20,"Mon"
1970-07-21,11448,1970,"Jul",21,"Tue"
1970-07-22,10682,1970,"Jul",22,"Wed"
1970-07-23,10844,1970,"Jul",23,"Thu"
1970-07-24,10956,1970,"Jul",24,"Fri"
1970-07-25,9866,1970,"Jul",25,"Sat"
1970-07-26,9466,1970,"Jul",26,"Sun"
1970-07-27,11052,1970,"Jul",27,"Mon"
1970-07-28,11858,1970,"Jul",28,"Tue"
1970-07-29,11354,1970,"Jul",29,"Wed"
1970-07-30,11056,1970,"Jul",30,"Thu"
1970-07-31,11300,1970,"Jul",31,"Fri"
1970-08-01,10416,1970,"Aug",1,"Sat"
1970-08-02,9282,1970,"Aug",2,"Sun"
1970-08-03,11180,1970,"Aug",3,"Mon"
1970-08-04,11180,1970,"Aug",4,"Tue"
1970-08-05,10872,1970,"Aug",5,"Wed"
1970-08-06,10836,1970,"Aug",6,"Thu"
1970-08-07,11022,1970,"Aug",7,"Fri"
1970-08-08,10232,1970,"Aug",8,"Sat"
1970-08-09,9458,1970,"Aug",9,"Sun"
1970-08-10,10846,1970,"Aug",10,"Mon"
1970-08-11,11566,1970,"Aug",11,"Tue"
1970-08-12,11484,1970,"Aug",12,"Wed"
1970-08-13,11060,1970,"Aug",13,"Thu"
1970-08-14,11538,1970,"Aug",14,"Fri"
1970-08-15,10236,1970,"Aug",15,"Sat"
1970-08-16,9616,1970,"Aug",16,"Sun"
1970-08-17,11032,1970,"Aug",17,"Mon"
1970-08-18,11648,1970,"Aug",18,"Tue"
1970-08-19,11134,1970,"Aug",19,"Wed"
1970-08-20,10868,1970,"Aug",20,"Thu"
1970-08-21,11050,1970,"Aug",21,"Fri"
1970-08-22,9958,1970,"Aug",22,"Sat"
1970-08-23,9274,1970,"Aug",23,"Sun"
1970-08-24,10456,1970,"Aug",24,"Mon"
1970-08-25,11384,1970,"Aug",25,"Tue"
1970-08-26,11306,1970,"Aug",26,"Wed"
1970-08-27,10664,1970,"Aug",27,"Thu"
1970-08-28,11004,1970,"Aug",28,"Fri"
1970-08-29,10042,1970,"Aug",29,"Sat"
1970-08-30,9392,1970,"Aug",30,"Sun"
1970-08-31,11078,1970,"Aug",31,"Mon"
1970-09-01,11350,1970,"Sep",1,"Tue"
1970-09-02,10936,1970,"Sep",2,"Wed"
1970-09-03,11088,1970,"Sep",3,"Thu"
1970-09-04,11366,1970,"Sep",4,"Fri"
1970-09-05,10216,1970,"Sep",5,"Sat"
1970-09-06,9486,1970,"Sep",6,"Sun"
1970-09-07,9564,1970,"Sep",7,"Mon"
1970-09-08,11310,1970,"Sep",8,"Tue"
1970-09-09,11860,1970,"Sep",9,"Wed"
1970-09-10,11654,1970,"Sep",10,"Thu"
1970-09-11,11592,1970,"Sep",11,"Fri"
1970-09-12,10218,1970,"Sep",12,"Sat"
1970-09-13,9544,1970,"Sep",13,"Sun"
1970-09-14,11304,1970,"Sep",14,"Mon"
1970-09-15,11904,1970,"Sep",15,"Tue"
1970-09-16,11704,1970,"Sep",16,"Wed"
1970-09-17,11472,1970,"Sep",17,"Thu"
1970-09-18,11546,1970,"Sep",18,"Fri"
1970-09-19,10492,1970,"Sep",19,"Sat"
1970-09-20,9976,1970,"Sep",20,"Sun"
1970-09-21,11614,1970,"Sep",21,"Mon"
1970-09-22,12466,1970,"Sep",22,"Tue"
1970-09-23,11798,1970,"Sep",23,"Wed"
1970-09-24,11448,1970,"Sep",24,"Thu"
1970-09-25,11916,1970,"Sep",25,"Fri"
1970-09-26,10404,1970,"Sep",26,"Sat"
1970-09-27,9816,1970,"Sep",27,"Sun"
1970-09-28,11340,1970,"Sep",28,"Mon"
1970-09-29,11564,1970,"Sep",29,"Tue"
1970-09-30,11244,1970,"Sep",30,"Wed"
1970-10-01,10856,1970,"Oct",1,"Thu"
1970-10-02,11210,1970,"Oct",2,"Fri"
1970-10-03,10492,1970,"Oct",3,"Sat"
1970-10-04,9372,1970,"Oct",4,"Sun"
1970-10-05,11048,1970,"Oct",5,"Mon"
1970-10-06,11582,1970,"Oct",6,"Tue"
1970-10-07,11020,1970,"Oct",7,"Wed"
1970-10-08,10772,1970,"Oct",8,"Thu"
1970-10-09,11196,1970,"Oct",9,"Fri"
1970-10-10,9790,1970,"Oct",10,"Sat"
1970-10-11,9214,1970,"Oct",11,"Sun"
1970-10-12,11016,1970,"Oct",12,"Mon"
1970-10-13,11236,1970,"Oct",13,"Tue"
1970-10-14,10882,1970,"Oct",14,"Wed"
1970-10-15,10644,1970,"Oct",15,"Thu"
1970-10-16,10704,1970,"Oct",16,"Fri"
1970-10-17,9490,1970,"Oct",17,"Sat"
1970-10-18,8924,1970,"Oct",18,"Sun"
1970-10-19,10500,1970,"Oct",19,"Mon"
1970-10-20,11138,1970,"Oct",20,"Tue"
1970-10-21,10716,1970,"Oct",21,"Wed"
1970-10-22,10478,1970,"Oct",22,"Thu"
1970-10-23,10654,1970,"Oct",23,"Fri"
1970-10-24,9598,1970,"Oct",24,"Sat"
1970-10-25,9266,1970,"Oct",25,"Sun"
1970-10-26,10616,1970,"Oct",26,"Mon"
1970-10-27,10956,1970,"Oct",27,"Tue"
1970-10-28,10262,1970,"Oct",28,"Wed"
1970-10-29,10122,1970,"Oct",29,"Thu"
1970-10-30,10614,1970,"Oct",30,"Fri"
1970-10-31,9592,1970,"Oct",31,"Sat"
1970-11-01,9070,1970,"Nov",1,"Sun"
1970-11-02,10568,1970,"Nov",2,"Mon"
1970-11-03,11146,1970,"Nov",3,"Tue"
1970-11-04,10622,1970,"Nov",4,"Wed"
1970-11-05,10454,1970,"Nov",5,"Thu"
1970-11-06,10722,1970,"Nov",6,"Fri"
1970-11-07,9460,1970,"Nov",7,"Sat"
1970-11-08,9132,1970,"Nov",8,"Sun"
1970-11-09,10562,1970,"Nov",9,"Mon"
1970-11-10,11328,1970,"Nov",10,"Tue"
1970-11-11,10612,1970,"Nov",11,"Wed"
1970-11-12,10704,1970,"Nov",12,"Thu"
1970-11-13,10850,1970,"Nov",13,"Fri"
1970-11-14,9828,1970,"Nov",14,"Sat"
1970-11-15,9282,1970,"Nov",15,"Sun"
1970-11-16,10690,1970,"Nov",16,"Mon"
1970-11-17,11182,1970,"Nov",17,"Tue"
1970-11-18,10914,1970,"Nov",18,"Wed"
1970-11-19,10828,1970,"Nov",19,"Thu"
1970-11-20,11126,1970,"Nov",20,"Fri"
1970-11-21,9926,1970,"Nov",21,"Sat"
1970-11-22,8926,1970,"Nov",22,"Sun"
1970-11-23,10940,1970,"Nov",23,"Mon"
1970-11-24,11152,1970,"Nov",24,"Tue"
1970-11-25,10542,1970,"Nov",25,"Wed"
1970-11-26,8712,1970,"Nov",26,"Thu"
1970-11-27,10038,1970,"Nov",27,"Fri"
1970-11-28,9670,1970,"Nov",28,"Sat"
1970-11-29,9190,1970,"Nov",29,"Sun"
1970-11-30,11126,1970,"Nov",30,"Mon"
1970-12-01,11362,1970,"Dec",1,"Tue"
1970-12-02,11180,1970,"Dec",2,"Wed"
1970-12-03,10368,1970,"Dec",3,"Thu"
1970-12-04,10872,1970,"Dec",4,"Fri"
1970-12-05,9610,1970,"Dec",5,"Sat"
1970-12-06,9272,1970,"Dec",6,"Sun"
1970-12-07,10720,1970,"Dec",7,"Mon"
1970-12-08,11220,1970,"Dec",8,"Tue"
1970-12-09,10708,1970,"Dec",9,"Wed"
1970-12-10,10756,1970,"Dec",10,"Thu"
1970-12-11,10704,1970,"Dec",11,"Fri"
1970-12-12,10040,1970,"Dec",12,"Sat"
1970-12-13,9204,1970,"Dec",13,"Sun"
1970-12-14,11070,1970,"Dec",14,"Mon"
1970-12-15,11884,1970,"Dec",15,"Tue"
1970-12-16,11586,1970,"Dec",16,"Wed"
1970-12-17,11234,1970,"Dec",17,"Thu"
1970-12-18,11708,1970,"Dec",18,"Fri"
1970-12-19,10518,1970,"Dec",19,"Sat"
1970-12-20,9322,1970,"Dec",20,"Sun"
1970-12-21,11372,1970,"Dec",21,"Mon"
1970-12-22,11008,1970,"Dec",22,"Tue"
1970-12-23,10070,1970,"Dec",23,"Wed"
1970-12-24,9120,1970,"Dec",24,"Thu"
1970-12-25,8490,1970,"Dec",25,"Fri"
1970-12-26,9366,1970,"Dec",26,"Sat"
1970-12-27,9314,1970,"Dec",27,"Sun"
1970-12-28,11640,1970,"Dec",28,"Mon"
1970-12-29,12448,1970,"Dec",29,"Tue"
1970-12-30,11932,1970,"Dec",30,"Wed"
1970-12-31,11210,1970,"Dec",31,"Thu"
1971-01-01,8848,1971,"Jan",1,"Fri"
1971-01-02,9226,1971,"Jan",2,"Sat"
1971-01-03,8798,1971,"Jan",3,"Sun"
1971-01-04,10044,1971,"Jan",4,"Mon"
1971-01-05,10538,1971,"Jan",5,"Tue"
1971-01-06,10146,1971,"Jan",6,"Wed"
1971-01-07,10030,1971,"Jan",7,"Thu"
1971-01-08,10486,1971,"Jan",8,"Fri"
1971-01-09,9280,1971,"Jan",9,"Sat"
1971-01-10,9116,1971,"Jan",10,"Sun"
1971-01-11,10824,1971,"Jan",11,"Mon"
1971-01-12,11064,1971,"Jan",12,"Tue"
1971-01-13,10664,1971,"Jan",13,"Wed"
1971-01-14,10364,1971,"Jan",14,"Thu"
1971-01-15,10874,1971,"Jan",15,"Fri"
1971-01-16,9590,1971,"Jan",16,"Sat"
1971-01-17,8806,1971,"Jan",17,"Sun"
1971-01-18,10974,1971,"Jan",18,"Mon"
1971-01-19,11020,1971,"Jan",19,"Tue"
1971-01-20,10598,1971,"Jan",20,"Wed"
1971-01-21,10492,1971,"Jan",21,"Thu"
1971-01-22,10730,1971,"Jan",22,"Fri"
1971-01-23,9802,1971,"Jan",23,"Sat"
1971-01-24,8994,1971,"Jan",24,"Sun"
1971-01-25,10558,1971,"Jan",25,"Mon"
1971-01-26,10996,1971,"Jan",26,"Tue"
1971-01-27,10442,1971,"Jan",27,"Wed"
1971-01-28,10392,1971,"Jan",28,"Thu"
1971-01-29,10274,1971,"Jan",29,"Fri"
1971-01-30,9772,1971,"Jan",30,"Sat"
1971-01-31,9064,1971,"Jan",31,"Sun"
1971-02-01,10410,1971,"Feb",1,"Mon"
1971-02-02,10804,1971,"Feb",2,"Tue"
1971-02-03,10296,1971,"Feb",3,"Wed"
1971-02-04,10170,1971,"Feb",4,"Thu"
1971-02-05,10868,1971,"Feb",5,"Fri"
1971-02-06,9478,1971,"Feb",6,"Sat"
1971-02-07,9038,1971,"Feb",7,"Sun"
1971-02-08,10266,1971,"Feb",8,"Mon"
1971-02-09,10778,1971,"Feb",9,"Tue"
1971-02-10,10354,1971,"Feb",10,"Wed"
1971-02-11,10372,1971,"Feb",11,"Thu"
1971-02-12,10786,1971,"Feb",12,"Fri"
1971-02-13,9314,1971,"Feb",13,"Sat"
1971-02-14,9068,1971,"Feb",14,"Sun"
1971-02-15,10056,1971,"Feb",15,"Mon"
1971-02-16,10514,1971,"Feb",16,"Tue"
1971-02-17,10442,1971,"Feb",17,"Wed"
1971-02-18,10228,1971,"Feb",18,"Thu"
1971-02-19,10472,1971,"Feb",19,"Fri"
1971-02-20,9502,1971,"Feb",20,"Sat"
1971-02-21,9194,1971,"Feb",21,"Sun"
1971-02-22,10752,1971,"Feb",22,"Mon"
1971-02-23,10782,1971,"Feb",23,"Tue"
1971-02-24,10532,1971,"Feb",24,"Wed"
1971-02-25,10402,1971,"Feb",25,"Thu"
1971-02-26,10738,1971,"Feb",26,"Fri"
1971-02-27,9586,1971,"Feb",27,"Sat"
1971-02-28,8810,1971,"Feb",28,"Sun"
1971-03-01,10284,1971,"Mar",1,"Mon"
1971-03-02,10400,1971,"Mar",2,"Tue"
1971-03-03,10640,1971,"Mar",3,"Wed"
1971-03-04,10326,1971,"Mar",4,"Thu"
1971-03-05,10452,1971,"Mar",5,"Fri"
1971-03-06,9460,1971,"Mar",6,"Sat"
1971-03-07,8744,1971,"Mar",7,"Sun"
1971-03-08,10156,1971,"Mar",8,"Mon"
1971-03-09,10766,1971,"Mar",9,"Tue"
1971-03-10,10470,1971,"Mar",10,"Wed"
1971-03-11,10300,1971,"Mar",11,"Thu"
1971-03-12,10474,1971,"Mar",12,"Fri"
1971-03-13,9408,1971,"Mar",13,"Sat"
1971-03-14,8838,1971,"Mar",14,"Sun"
1971-03-15,10348,1971,"Mar",15,"Mon"
1971-03-16,10438,1971,"Mar",16,"Tue"
1971-03-17,10234,1971,"Mar",17,"Wed"
1971-03-18,9798,1971,"Mar",18,"Thu"
1971-03-19,10476,1971,"Mar",19,"Fri"
1971-03-20,9164,1971,"Mar",20,"Sat"
1971-03-21,8688,1971,"Mar",21,"Sun"
1971-03-22,10142,1971,"Mar",22,"Mon"
1971-03-23,10340,1971,"Mar",23,"Tue"
1971-03-24,9808,1971,"Mar",24,"Wed"
1971-03-25,9954,1971,"Mar",25,"Thu"
1971-03-26,9870,1971,"Mar",26,"Fri"
1971-03-27,8796,1971,"Mar",27,"Sat"
1971-03-28,8672,1971,"Mar",28,"Sun"
1971-03-29,10220,1971,"Mar",29,"Mon"
1971-03-30,10416,1971,"Mar",30,"Tue"
1971-03-31,10224,1971,"Mar",31,"Wed"
1971-04-01,9756,1971,"Apr",1,"Thu"
1971-04-02,10266,1971,"Apr",2,"Fri"
1971-04-03,8876,1971,"Apr",3,"Sat"
1971-04-04,8334,1971,"Apr",4,"Sun"
1971-04-05,9982,1971,"Apr",5,"Mon"
1971-04-06,10442,1971,"Apr",6,"Tue"
1971-04-07,9746,1971,"Apr",7,"Wed"
1971-04-08,9762,1971,"Apr",8,"Thu"
1971-04-09,9756,1971,"Apr",9,"Fri"
1971-04-10,8662,1971,"Apr",10,"Sat"
1971-04-11,8090,1971,"Apr",11,"Sun"
1971-04-12,9706,1971,"Apr",12,"Mon"
1971-04-13,10296,1971,"Apr",13,"Tue"
1971-04-14,9944,1971,"Apr",14,"Wed"
1971-04-15,9610,1971,"Apr",15,"Thu"
1971-04-16,9934,1971,"Apr",16,"Fri"
1971-04-17,8914,1971,"Apr",17,"Sat"
1971-04-18,8180,1971,"Apr",18,"Sun"
1971-04-19,9918,1971,"Apr",19,"Mon"
1971-04-20,10272,1971,"Apr",20,"Tue"
1971-04-21,9948,1971,"Apr",21,"Wed"
1971-04-22,9712,1971,"Apr",22,"Thu"
1971-04-23,9784,1971,"Apr",23,"Fri"
1971-04-24,8838,1971,"Apr",24,"Sat"
1971-04-25,7984,1971,"Apr",25,"Sun"
1971-04-26,9956,1971,"Apr",26,"Mon"
1971-04-27,10472,1971,"Apr",27,"Tue"
1971-04-28,9664,1971,"Apr",28,"Wed"
1971-04-29,9712,1971,"Apr",29,"Thu"
1971-04-30,9752,1971,"Apr",30,"Fri"
1971-05-01,8832,1971,"May",1,"Sat"
1971-05-02,7910,1971,"May",2,"Sun"
1971-05-03,9372,1971,"May",3,"Mon"
1971-05-04,9840,1971,"May",4,"Tue"
1971-05-05,9310,1971,"May",5,"Wed"
1971-05-06,9156,1971,"May",6,"Thu"
1971-05-07,9754,1971,"May",7,"Fri"
1971-05-08,8610,1971,"May",8,"Sat"
1971-05-09,8258,1971,"May",9,"Sun"
1971-05-10,9636,1971,"May",10,"Mon"
1971-05-11,10000,1971,"May",11,"Tue"
1971-05-12,9718,1971,"May",12,"Wed"
1971-05-13,9402,1971,"May",13,"Thu"
1971-05-14,9654,1971,"May",14,"Fri"
1971-05-15,8424,1971,"May",15,"Sat"
1971-05-16,7932,1971,"May",16,"Sun"
1971-05-17,9796,1971,"May",17,"Mon"
1971-05-18,10342,1971,"May",18,"Tue"
1971-05-19,9818,1971,"May",19,"Wed"
1971-05-20,9568,1971,"May",20,"Thu"
1971-05-21,9480,1971,"May",21,"Fri"
1971-05-22,8380,1971,"May",22,"Sat"
1971-05-23,7822,1971,"May",23,"Sun"
1971-05-24,9798,1971,"May",24,"Mon"
1971-05-25,10234,1971,"May",25,"Tue"
1971-05-26,9622,1971,"May",26,"Wed"
1971-05-27,9552,1971,"May",27,"Thu"
1971-05-28,9776,1971,"May",28,"Fri"
1971-05-29,8592,1971,"May",29,"Sat"
1971-05-30,7884,1971,"May",30,"Sun"
1971-05-31,8424,1971,"May",31,"Mon"
1971-06-01,9912,1971,"Jun",1,"Tue"
1971-06-02,9826,1971,"Jun",2,"Wed"
1971-06-03,9932,1971,"Jun",3,"Thu"
1971-06-04,10328,1971,"Jun",4,"Fri"
1971-06-05,8944,1971,"Jun",5,"Sat"
1971-06-06,8362,1971,"Jun",6,"Sun"
1971-06-07,9780,1971,"Jun",7,"Mon"
1971-06-08,10032,1971,"Jun",8,"Tue"
1971-06-09,9832,1971,"Jun",9,"Wed"
1971-06-10,9424,1971,"Jun",10,"Thu"
1971-06-11,9814,1971,"Jun",11,"Fri"
1971-06-12,8824,1971,"Jun",12,"Sat"
1971-06-13,8096,1971,"Jun",13,"Sun"
1971-06-14,9810,1971,"Jun",14,"Mon"
1971-06-15,9938,1971,"Jun",15,"Tue"
1971-06-16,9750,1971,"Jun",16,"Wed"
1971-06-17,9388,1971,"Jun",17,"Thu"
1971-06-18,9944,1971,"Jun",18,"Fri"
1971-06-19,8702,1971,"Jun",19,"Sat"
1971-06-20,8194,1971,"Jun",20,"Sun"
1971-06-21,9720,1971,"Jun",21,"Mon"
1971-06-22,10122,1971,"Jun",22,"Tue"
1971-06-23,9600,1971,"Jun",23,"Wed"
1971-06-24,9684,1971,"Jun",24,"Thu"
1971-06-25,10286,1971,"Jun",25,"Fri"
1971-06-26,8936,1971,"Jun",26,"Sat"
1971-06-27,8050,1971,"Jun",27,"Sun"
1971-06-28,9986,1971,"Jun",28,"Mon"
1971-06-29,10132,1971,"Jun",29,"Tue"
1971-06-30,10126,1971,"Jun",30,"Wed"
1971-07-01,10138,1971,"Jul",1,"Thu"
1971-07-02,10014,1971,"Jul",2,"Fri"
1971-07-03,8696,1971,"Jul",3,"Sat"
1971-07-04,8126,1971,"Jul",4,"Sun"
1971-07-05,8646,1971,"Jul",5,"Mon"
1971-07-06,10180,1971,"Jul",6,"Tue"
1971-07-07,10542,1971,"Jul",7,"Wed"
1971-07-08,10176,1971,"Jul",8,"Thu"
1971-07-09,10496,1971,"Jul",9,"Fri"
1971-07-10,9160,1971,"Jul",10,"Sat"
1971-07-11,8474,1971,"Jul",11,"Sun"
1971-07-12,9928,1971,"Jul",12,"Mon"
1971-07-13,10506,1971,"Jul",13,"Tue"
1971-07-14,10494,1971,"Jul",14,"Wed"
1971-07-15,10064,1971,"Jul",15,"Thu"
1971-07-16,10550,1971,"Jul",16,"Fri"
1971-07-17,9424,1971,"Jul",17,"Sat"
1971-07-18,8608,1971,"Jul",18,"Sun"
1971-07-19,9974,1971,"Jul",19,"Mon"
1971-07-20,10460,1971,"Jul",20,"Tue"
1971-07-21,10414,1971,"Jul",21,"Wed"
1971-07-22,10264,1971,"Jul",22,"Thu"
1971-07-23,10540,1971,"Jul",23,"Fri"
1971-07-24,9454,1971,"Jul",24,"Sat"
1971-07-25,8650,1971,"Jul",25,"Sun"
1971-07-26,10256,1971,"Jul",26,"Mon"
1971-07-27,10786,1971,"Jul",27,"Tue"
1971-07-28,10330,1971,"Jul",28,"Wed"
1971-07-29,10274,1971,"Jul",29,"Thu"
1971-07-30,10572,1971,"Jul",30,"Fri"
1971-07-31,9308,1971,"Jul",31,"Sat"
1971-08-01,8574,1971,"Aug",1,"Sun"
1971-08-02,10324,1971,"Aug",2,"Mon"
1971-08-03,10940,1971,"Aug",3,"Tue"
1971-08-04,10532,1971,"Aug",4,"Wed"
1971-08-05,9980,1971,"Aug",5,"Thu"
1971-08-06,10258,1971,"Aug",6,"Fri"
1971-08-07,9448,1971,"Aug",7,"Sat"
1971-08-08,9104,1971,"Aug",8,"Sun"
1971-08-09,10336,1971,"Aug",9,"Mon"
1971-08-10,11164,1971,"Aug",10,"Tue"
1971-08-11,10846,1971,"Aug",11,"Wed"
1971-08-12,10282,1971,"Aug",12,"Thu"
1971-08-13,10368,1971,"Aug",13,"Fri"
1971-08-14,9620,1971,"Aug",14,"Sat"
1971-08-15,8836,1971,"Aug",15,"Sun"
1971-08-16,10178,1971,"Aug",16,"Mon"
1971-08-17,10626,1971,"Aug",17,"Tue"
1971-08-18,10442,1971,"Aug",18,"Wed"
1971-08-19,10386,1971,"Aug",19,"Thu"
1971-08-20,10870,1971,"Aug",20,"Fri"
1971-08-21,9654,1971,"Aug",21,"Sat"
1971-08-22,8866,1971,"Aug",22,"Sun"
1971-08-23,10398,1971,"Aug",23,"Mon"
1971-08-24,10704,1971,"Aug",24,"Tue"
1971-08-25,10334,1971,"Aug",25,"Wed"
1971-08-26,10544,1971,"Aug",26,"Thu"
1971-08-27,10394,1971,"Aug",27,"Fri"
1971-08-28,9524,1971,"Aug",28,"Sat"
1971-08-29,8720,1971,"Aug",29,"Sun"
1971-08-30,10068,1971,"Aug",30,"Mon"
1971-08-31,10766,1971,"Aug",31,"Tue"
1971-09-01,10416,1971,"Sep",1,"Wed"
1971-09-02,10218,1971,"Sep",2,"Thu"
1971-09-03,10788,1971,"Sep",3,"Fri"
1971-09-04,9566,1971,"Sep",4,"Sat"
1971-09-05,8852,1971,"Sep",5,"Sun"
1971-09-06,9252,1971,"Sep",6,"Mon"
1971-09-07,10854,1971,"Sep",7,"Tue"
1971-09-08,10988,1971,"Sep",8,"Wed"
1971-09-09,10982,1971,"Sep",9,"Thu"
1971-09-10,10910,1971,"Sep",10,"Fri"
1971-09-11,9542,1971,"Sep",11,"Sat"
1971-09-12,8916,1971,"Sep",12,"Sun"
1971-09-13,10582,1971,"Sep",13,"Mon"
1971-09-14,11034,1971,"Sep",14,"Tue"
1971-09-15,10716,1971,"Sep",15,"Wed"
1971-09-16,10780,1971,"Sep",16,"Thu"
1971-09-17,11004,1971,"Sep",17,"Fri"
1971-09-18,9882,1971,"Sep",18,"Sat"
1971-09-19,9110,1971,"Sep",19,"Sun"
1971-09-20,10702,1971,"Sep",20,"Mon"
1971-09-21,11064,1971,"Sep",21,"Tue"
1971-09-22,10586,1971,"Sep",22,"Wed"
1971-09-23,10708,1971,"Sep",23,"Thu"
1971-09-24,10862,1971,"Sep",24,"Fri"
1971-09-25,9584,1971,"Sep",25,"Sat"
1971-09-26,9380,1971,"Sep",26,"Sun"
1971-09-27,10786,1971,"Sep",27,"Mon"
1971-09-28,11472,1971,"Sep",28,"Tue"
1971-09-29,10990,1971,"Sep",29,"Wed"
1971-09-30,10908,1971,"Sep",30,"Thu"
1971-10-01,10938,1971,"Oct",1,"Fri"
1971-10-02,9606,1971,"Oct",2,"Sat"
1971-10-03,8800,1971,"Oct",3,"Sun"
1971-10-04,10606,1971,"Oct",4,"Mon"
1971-10-05,10874,1971,"Oct",5,"Tue"
1971-10-06,10344,1971,"Oct",6,"Wed"
1971-10-07,10292,1971,"Oct",7,"Thu"
1971-10-08,10396,1971,"Oct",8,"Fri"
1971-10-09,9070,1971,"Oct",9,"Sat"
1971-10-10,9060,1971,"Oct",10,"Sun"
1971-10-11,10266,1971,"Oct",11,"Mon"
1971-10-12,10530,1971,"Oct",12,"Tue"
1971-10-13,10210,1971,"Oct",13,"Wed"
1971-10-14,10186,1971,"Oct",14,"Thu"
1971-10-15,10180,1971,"Oct",15,"Fri"
1971-10-16,9150,1971,"Oct",16,"Sat"
1971-10-17,8504,1971,"Oct",17,"Sun"
1971-10-18,10198,1971,"Oct",18,"Mon"
1971-10-19,10490,1971,"Oct",19,"Tue"
1971-10-20,9870,1971,"Oct",20,"Wed"
1971-10-21,9990,1971,"Oct",21,"Thu"
1971-10-22,10042,1971,"Oct",22,"Fri"
1971-10-23,8732,1971,"Oct",23,"Sat"
1971-10-24,8416,1971,"Oct",24,"Sun"
1971-10-25,9566,1971,"Oct",25,"Mon"
1971-10-26,10054,1971,"Oct",26,"Tue"
1971-10-27,9896,1971,"Oct",27,"Wed"
1971-10-28,9802,1971,"Oct",28,"Thu"
1971-10-29,9922,1971,"Oct",29,"Fri"
1971-10-30,8614,1971,"Oct",30,"Sat"
1971-10-31,8616,1971,"Oct",31,"Sun"
1971-11-01,9636,1971,"Nov",1,"Mon"
1971-11-02,9966,1971,"Nov",2,"Tue"
1971-11-03,9794,1971,"Nov",3,"Wed"
1971-11-04,9516,1971,"Nov",4,"Thu"
1971-11-05,9862,1971,"Nov",5,"Fri"
1971-11-06,8700,1971,"Nov",6,"Sat"
1971-11-07,8232,1971,"Nov",7,"Sun"
1971-11-08,9740,1971,"Nov",8,"Mon"
1971-11-09,10166,1971,"Nov",9,"Tue"
1971-11-10,9690,1971,"Nov",10,"Wed"
1971-11-11,9560,1971,"Nov",11,"Thu"
1971-11-12,10108,1971,"Nov",12,"Fri"
1971-11-13,8848,1971,"Nov",13,"Sat"
1971-11-14,8358,1971,"Nov",14,"Sun"
1971-11-15,9860,1971,"Nov",15,"Mon"
1971-11-16,10138,1971,"Nov",16,"Tue"
1971-11-17,9726,1971,"Nov",17,"Wed"
1971-11-18,9838,1971,"Nov",18,"Thu"
1971-11-19,10136,1971,"Nov",19,"Fri"
1971-11-20,8932,1971,"Nov",20,"Sat"
1971-11-21,8286,1971,"Nov",21,"Sun"
1971-11-22,9894,1971,"Nov",22,"Mon"
1971-11-23,10132,1971,"Nov",23,"Tue"
1971-11-24,9586,1971,"Nov",24,"Wed"
1971-11-25,7566,1971,"Nov",25,"Thu"
1971-11-26,9142,1971,"Nov",26,"Fri"
1971-11-27,8562,1971,"Nov",27,"Sat"
1971-11-28,8240,1971,"Nov",28,"Sun"
1971-11-29,9748,1971,"Nov",29,"Mon"
1971-11-30,9766,1971,"Nov",30,"Tue"
1971-12-01,9644,1971,"Dec",1,"Wed"
1971-12-02,9166,1971,"Dec",2,"Thu"
1971-12-03,9292,1971,"Dec",3,"Fri"
1971-12-04,8792,1971,"Dec",4,"Sat"
1971-12-05,8254,1971,"Dec",5,"Sun"
1971-12-06,9732,1971,"Dec",6,"Mon"
1971-12-07,10026,1971,"Dec",7,"Tue"
1971-12-08,9564,1971,"Dec",8,"Wed"
1971-12-09,9526,1971,"Dec",9,"Thu"
1971-12-10,9878,1971,"Dec",10,"Fri"
1971-12-11,8588,1971,"Dec",11,"Sat"
1971-12-12,8102,1971,"Dec",12,"Sun"
1971-12-13,9502,1971,"Dec",13,"Mon"
1971-12-14,10186,1971,"Dec",14,"Tue"
1971-12-15,9886,1971,"Dec",15,"Wed"
1971-12-16,9770,1971,"Dec",16,"Thu"
1971-12-17,9936,1971,"Dec",17,"Fri"
