"performer","song","duration_ms","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","spotify_popularity","billboard_weeks"
"Lil Yachty","1 Night",243269,0.762,0.476,0,-12.686,1,0.114,0.366,0,0.103,0.375,130.007,4,72,20
"Amerie","1 Thing",238760,0.612,0.961,10,-3.078,0,0.333,0.107,4.17e-05,0.0413,0.867,129.873,5,59,20
"Luke Combs & Brooks & Dunn","1, 2 Many",180906,0.54,0.821,6,-3.789,1,0.0875,0.0397,0,0.423,0.685,148.791,4,73,1
"Ciara Featuring Missy Elliott","1, 2 Step",203786,0.944,0.511,5,-10.96,0,0.161,0.042,0.00107,0.0379,0.842,113.046,4,75,39
"Coolio","1, 2, 3, 4 (Sumpin' New)",214306,0.91,0.681,1,-9.639,0,0.153,0.288,0.00477,0.372,0.7,115.186,4,49,21
"Plain White T's","1, 2, 3, 4",198360,0.458,0.55,2,-7.092,1,0.0262,0.566,1.39e-05,0.108,0.56,90.56,4,62,20
"Beyonce","1+1",273880,0.303,0.384,6,-7.342,1,0.0339,0.381,5.14e-06,0.0661,0.261,63.345,5,60,2
"Drake","10 Bands",177733,0.835,0.756,7,-3.789,1,0.382,0.23,0,0.0801,0.87,173,4,66,13
"Metro Boomin Featuring 21 Savage","10 Freaky Girls",208293,0.81,0.353,6,-9.931,0,0.31,0.588,0,0.102,0.0727,88.031,4,79,4
"Johnny Bond","10 Little Bottles",245506,0.451,0.467,7,-8.304,1,0.212,0.898,0,0.971,0.582,91.331,4,16,8
"Mac Miller","100 Grandkids",278506,0.735,0.749,10,-3.766,0,0.0874,0.371,0,0.47,0.373,93.718,4,65,1
"Five For Fighting","100 Years",244600,0.643,0.569,7,-7.459,1,0.0276,0.544,2.17e-05,0.178,0.275,120.507,4,66,22
"Nancy Sinatra","100 Years",151510,0.383,0.478,0,-10.247,1,0.0287,0.54,1.81e-05,0.123,0.341,98.463,3,13,6
"Crystal Waters","100% Pure Love",278626,0.813,0.711,5,-7.375,0,0.0477,0.0888,0.00876,0.0585,0.737,120.235,4,54,45
"The Game Featuring Drake","100",334360,0.801,0.521,4,-9.871,0,0.28,0.0136,0,0.179,0.412,108.025,4,62,10
"Feist","1234",183666,0.71,0.491,2,-7.382,1,0.0504,0.219,1.99e-06,0.0859,0.638,109.933,4,59,15
"Trippie Redd Featuring Juice WRLD","1400 / 999 Freestyle",175954,0.825,0.572,6,-6.067,0,0.0864,0.0079,0,0.113,0.568,141.991,4,83,3
"Bobby Brackins Featuring Ray J","143",206813,0.834,0.758,11,-7.135,1,0.106,0.0113,0,0.0238,0.759,98.021,4,44,11
"The Crests","16 Candles",172460,0.591,0.472,10,-4.906,1,0.0261,0.733,0,0.0987,0.627,114.097,3,37,21
"Brantley Gilbert","17 Again",239773,0.432,0.872,1,-4.911,1,0.0358,0.0108,1.14e-05,0.372,0.67,173.945,4,42,1
"Rick James","17",249653,0.795,0.732,1,-10.487,1,0.0562,0.0176,0.000784,0.499,0.874,119.315,4,27,14
"Skid Row","18 And Life",229960,0.466,0.648,1,-11.101,0,0.028,0.0023,1.49e-05,0.112,0.305,90.435,4,70,20
"Bobby Darin","18 Yellow Roses",139640,0.59,0.466,4,-12.161,1,0.0306,0.662,1.8e-06,0.163,0.772,128.291,4,27,10
"One Direction","18",248360,0.681,0.582,6,-7.76,0,0.0313,0.22,0,0.119,0.221,124.038,4,74,1
"Mark Wills","19 Somethin'",200466,0.588,0.813,4,-5.042,1,0.076,0.184,0,0.0783,0.818,90.072,4,58,20
"Dan + Shay","19 You + Me",217406,0.493,0.67,6,-5.131,1,0.0298,0.319,0,0.102,0.451,151.989,3,63,18
"Liz Damon's Orient Express","1900 Yesterday",177693,0.607,0.238,8,-17.222,1,0.0268,0.901,0.0014,0.117,0.402,101.89,4,29,12
"Phoenix","1901",193106,0.591,0.831,0,-5.647,1,0.0415,0.0605,4.67e-05,0.19,0.705,144.084,4,66,13
"Tom Northcott","1941",172693,0.522,0.626,6,-7.337,1,0.0304,0.334,0,0.194,0.744,99.707,4,0,2
"Meek Mill","1942 Flows",282666,0.63,0.628,2,-4.016,1,0.327,0.0515,0,0.091,0.266,121.307,5,61,1
"G-Eazy Featuring Yo Gotti & YBN Nahmir","1942",213080,0.817,0.646,4,-5.12,0,0.249,0.0152,0,0.125,0.835,162.898,4,72,8
"James Blunt","1973",280026,0.72,0.668,9,-7.928,1,0.0269,0.0652,0.00664,0.0789,0.768,123.007,4,69,3
"The Smashing Pumpkins","1979",266200,0.765,0.788,3,-9.896,1,0.0332,0.0166,0.588,0.0513,0.964,126.879,4,75,22
"Spirit","1984",217133,0.537,0.595,8,-8.749,0,0.0442,0.134,0.00294,0.0764,0.698,130.988,4,13,9
"J. Cole","1985 (Intro To The Fall Off)",190176,0.678,0.648,2,-5.892,1,0.445,0.147,0,0.182,0.635,94.336,4,70,2
"Bowling For Soup","1985",193000,0.606,0.887,4,-4.404,1,0.0598,0.000242,0,0.337,0.903,119.974,4,70,20
"Jason Aldean","1994",242680,0.598,0.777,11,-6.676,0,0.0396,0.183,0,0.111,0.821,159.942,4,53,11
"Prince","1999",379266,0.866,0.73,5,-8.201,1,0.0767,0.137,0,0.0843,0.625,118.523,4,68,30
"Paul Hardcastle","19",210853,0.753,0.897,11,-8.54,1,0.073,0.00281,0.73,0.351,0.937,117.937,4,47,14
"The Rolling Stones","19th Nervous Breakdown",236400,0.493,0.824,4,-7.154,1,0.0394,0.0162,0.0856,0.258,0.825,96.618,4,51,10
"Bone Thugs-N-Harmony","1st Of Tha Month",314680,0.729,0.581,5,-8.235,0,0.18,0.0777,3.81e-06,0.696,0.508,74.038,4,65,20
"Yung Joc Featuring Marques Houston & Trey Songz","1st Time",267626,0.686,0.603,6,-6.112,1,0.202,0.0981,0,0.102,0.778,133.034,4,41,6
"Spice Girls","2 Become 1",241026,0.646,0.665,6,-7.878,1,0.0268,0.326,1.97e-05,0.238,0.7,143.966,4,66,24
"Justin Bieber","2 Much",152796,0.583,0.444,9,-8.601,1,0.0456,0.593,0,0.353,0.167,119.59,4,76,1
"Tinashe Featuring ScHoolboy Q","2 On",227000,0.742,0.595,9,-7.51,1,0.107,0.15,0,0.111,0.431,101.013,4,69,24
"Kevin Gates","2 Phones",240000,0.895,0.681,7,-5.267,0,0.358,0.157,0,0.189,0.554,121.918,4,71,25
"Trey Songz Featuring T.I.","2 Reasons",197626,0.734,0.746,11,-5.088,1,0.0762,0.00135,0,0.178,0.539,94.033,4,53,20
"Unk","2 Step",322933,0.721,0.72,9,-6.145,0,0.192,0.0564,0,0.173,0.643,76.976,4,53,21
"Lil Tjay","20/20",230448,0.886,0.336,4,-12.779,1,0.239,0.557,0,0.0933,0.536,100.044,4,69,1
"Jay Sean Featuring Nicki Minaj","2012 (It Ain't The End)",222200,0.718,0.801,0,-2.581,1,0.0386,0.226,0,0.39,0.538,127.016,4,55,14
"Green Day","21 Guns",321093,0.268,0.742,5,-4.939,1,0.0355,0.0518,0,0.626,0.416,159.779,4,76,20
"50 Cent Featuring Nate Dogg","21 Questions",224426,0.547,0.807,6,-4.083,0,0.36,0.388,9.11e-05,0.0436,0.919,79.823,3,70,23
"Polo G","21",163797,0.783,0.479,7,-10.646,1,0.541,0.149,0,0.101,0.533,176.027,4,83,8
"Willow","21st Century Girl",183144,0.832,0.823,9,-6.097,1,0.0385,0.02,0.84,0.148,0.438,127.985,4,0,1
"YNW Melly & 9lokknine","223's",176640,0.932,0.547,0,-7.787,0,0.333,0.0388,0,0.0924,0.695,94.998,4,87,19
"Taylor Swift","22",230133,0.664,0.739,7,-6.539,1,0.0377,0.0027,0.00273,0.0742,0.703,104.012,4,62,20
"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J","23",252520,0.863,0.605,2,-5.231,1,0.0572,0.000366,3.71e-06,0.132,0.327,140.031,4,70,23
"TeeFLii Featuring 2 Chainz","24 Hours",215986,0.833,0.638,1,-9.119,1,0.0441,0.0392,4.83e-06,0.173,0.399,100.01,4,48,7
"T.I.","24's",282906,0.739,0.725,6,-4.301,1,0.203,0.227,0,0.0991,0.582,162.06,4,56,15
"Bruno Mars","24K Magic",225983,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,4,79,41
"Chicago","25 Or 6 To 4",289800,0.604,0.905,4,-7.059,0,0.0578,0.309,0.0632,0.0837,0.723,147.448,4,65,20
"Eminem","25 To Life",241586,0.701,0.931,8,-0.945,0,0.243,0.239,0,0.194,0.362,79.996,4,67,1
"The Wilkinsons","26 Cents",231400,0.641,0.462,11,-7.99,1,0.0265,0.65,0,0.159,0.317,101.067,4,35,18
"David Guetta Featuring Justin Bieber","2U",194906,0.542,0.654,8,-5.862,0,0.0537,0.23,0,0.241,0.563,144.971,4,67,11
"The KLF","3 A.M. Eternal",347218,0.616,0.894,9,-12.781,0,0.0555,0.000764,0.155,0.924,0.756,117.362,4,27,19
"Gunna Featuring Young Thug","3 Headed Snake",241995,0.914,0.415,6,-10.708,1,0.464,0.0536,0,0.131,0.646,135.03,4,68,1
"Nu Flavor","3 Little Words",256306,0.709,0.469,11,-7.083,0,0.0278,0.504,0,0.045,0.256,113.986,4,35,9
"Lil Wayne","3 Peat",199426,0.616,0.632,6,-7.562,0,0.386,0.00114,0,0.0844,0.47,79.811,4,58,1
"Drake","30 For 30 Freestyle",253934,0.707,0.619,4,-9.143,0,0.409,0.671,0,0.123,0.317,88.955,4,56,2
"Brian Hyland","3000 Miles",161333,0.548,0.659,0,-9.837,1,0.0491,0.71,0,0.305,0.722,119.618,4,9,1
"Future","31 Days",240682,0.875,0.644,1,-6.554,1,0.222,0.267,0,0.125,0.788,139.086,4,56,2
"The Shirelles","31 Flavors",118333,0.662,0.671,0,-3.045,1,0.0294,0.304,0,0.341,0.92,130.922,4,9,1
"Alana Davis","32 Flavors",227306,0.659,0.702,2,-9.255,1,0.0308,0.11,0.000136,0.365,0.402,94.28,4,35,20
"Polo G","33",170057,0.732,0.462,5,-10.191,0,0.406,0.126,0,0.12,0.117,180.067,4,70,1
"Ariana Grande","34+35",173710,0.83,0.585,0,-6.476,1,0.094,0.237,0,0.248,0.485,109.978,4,88,7
"Ariana Grande Feat. Doja Cat & Megan Thee Stallion","34+35",182437,0.88,0.662,0,-5.766,1,0.304,0.205,0,0.227,0.726,109.988,4,78,28
"Grand Puba","360 Degrees (What Goes Around)",240866,0.959,0.75,6,-7.732,1,0.171,0.0277,0,0.0713,0.766,102.418,4,17,14
"Zedd & Katy Perry","365",181899,0.745,0.693,2,-5.479,0,0.034,0.339,0,0.123,0.248,98.039,4,78,1
"Britney Spears","3",213173,0.697,0.709,5,-1.917,0,0.0455,0.0452,0,0.138,0.787,134.91,4,65,20
"Herb Alpert & The Tijuana Brass","3rd Man Theme",153973,0.553,0.677,4,-10.831,0,0.0712,0.423,0.962,0.185,0.768,153.174,4,25,6
"The Beatles","4 - By The Beatles",305973,0.527,0.522,0,-10.614,1,0.0259,0.717,0.000595,0.142,0.73,85.155,4,33,5
"Future","4 Da Gang",187748,0.705,0.474,2,-7.534,1,0.355,0.0751,0,0.229,0.179,146.244,4,55,1
"Lil' Mo Featuring Fabolous","4 Ever",222946,0.683,0.657,6,-10.668,1,0.099,0.0279,4.49e-05,0.367,0.764,99.059,4,9,20
"Gwen Stefani","4 In The Morning",291106,0.709,0.822,10,-6.178,1,0.0341,0.194,0.000153,0.119,0.456,92.409,4,50,16
"Avant","4 Minutes",240320,0.825,0.6,10,-5.378,1,0.162,0.091,0,0.123,0.607,119.956,4,48,14
"Glee Cast","4 Minutes",189400,0.675,0.942,7,-3.096,0,0.0518,0.0052,0.000167,0.0764,0.414,112.938,4,44,1
"Madonna Featuring Justin Timberlake & Timbaland","4 Minutes",189693,0.753,0.931,2,-4.922,1,0.0652,0.00994,0.00696,0.234,0.767,113.029,4,70,20
"Birdman Featuring Drake & Lil Wayne","4 My Town (Play Ball)",261266,0.461,0.624,1,-6.909,1,0.278,0.0546,0,0.303,0.511,152.167,4,44,3
"Boyz II Men","4 Seasons Of Loneliness",292400,0.583,0.488,6,-10.494,1,0.0444,0.821,1.71e-05,0.115,0.191,98.497,4,46,20
"J. Cole","4 Your Eyez Only",530253,0.704,0.481,11,-10.493,0,0.363,0.378,7.09e-05,0.0874,0.494,78.628,4,66,1
"Sole Featuring JT Money & Kandi","4, 5, 6",255760,0.82,0.664,11,-4.308,0,0.0683,0.0485,0,0.0539,0.762,79.987,4,23,16
"The Beach Boys","409",120866,0.459,0.7,7,-4.751,1,0.0306,0.749,0,0.258,0.853,159.428,4,42,1
"Pop Smoke","44 Bulldog",150857,0.8,0.564,8,-5.817,1,0.4,0.0287,1.65e-06,0.112,0.318,139.989,4,67,2
"Logic","44 More",188600,0.829,0.589,1,-7.055,1,0.202,0.0635,0,0.113,0.233,139.971,4,75,5
"The Pixies Three","442 Glenwood Avenue",134640,0.674,0.584,0,-12.91,1,0.0367,0.723,0,0.0719,0.961,131.237,4,6,7
"Drake Featuring Sampha","4422",186293,0.621,0.247,11,-12.291,0,0.0393,0.499,0.0239,0.113,0.221,111.974,4,64,2
"Lil Uzi Vert","444+222",247347,0.791,0.513,10,-6.568,0,0.269,0.0235,2.83e-05,0.101,0.481,76.997,4,65,3
"KIDS SEE GHOSTS Featuring Louis Prima","4th Dimension",153351,0.765,0.542,1,-6.755,1,0.39,0.278,1.87e-05,0.609,0.734,171.945,4,71,1
"The Byrds","5 D (Fifth Dimension)",154640,0.212,0.518,2,-11.186,1,0.042,0.667,0,0.341,0.52,175.538,3,4,5
"Brownstone","5 Miles To Empty",225933,0.671,0.733,3,-10.884,0,0.0283,5.01e-05,0.858,0.0745,0.803,123.577,4,20,16
"Nonchalant","5 O'Clock",302640,0.731,0.758,10,-8.322,0,0.116,0.112,1.64e-06,0.0987,0.8,86.105,4,31,20
"T-Pain Featuring Wiz Khalifa & Lily Allen","5 O'Clock",281533,0.4,0.882,7,-1.958,0,0.334,0.168,0,0.124,0.385,167.114,4,61,20
"Yo Gotti","5 Star",247440,0.715,0.809,9,-5.598,1,0.205,0.0607,0,0.352,0.636,76.493,4,40,2
"Travis Scott","5% Tint",196138,0.712,0.481,4,-5.415,0,0.0487,0.173,0,0.241,0.062,140,4,73,2
"Paul Simon","50 Ways To Leave Your Lover",217346,0.815,0.372,7,-12.814,1,0.0752,0.166,0.000116,0.0767,0.293,101.684,4,70,17
"Train","50 Ways To Say Goodbye",247946,0.591,0.935,6,-2.664,1,0.0478,0.000284,0.000278,0.142,0.736,140.043,4,66,20
"Bobby Bare","500 Miles Away From Home",162560,0.501,0.429,7,-10.803,1,0.0293,0.669,0,0.539,0.551,108.948,4,48,11
"Hooters","500 Miles",262060,0.534,0.732,7,-7.29,0,0.0404,0.548,4.91e-05,0.0845,0.67,74.799,4,51,5
"Bruce Springsteen","57 Channels (And Nothin' On)",145466,0.894,0.316,7,-18.975,1,0.0978,0.608,0.0153,0.111,0.64,132.061,4,35,6
"Lil Wayne Featuring Cory Gunz","6 Foot 7 Foot",248586,0.365,0.751,2,-5.429,1,0.304,0.000707,0,0.318,0.604,79.119,4,71,21
"Drake","6 God",180666,0.857,0.639,2,-8.622,1,0.128,0.0239,0,0.121,0.477,105.504,4,64,1
"Beyonce Featuring The Weeknd","6 Inch",260440,0.516,0.637,6,-8.832,1,0.0632,0.0433,3.89e-06,0.11,0.324,138.011,4,68,3
"Trippie Redd Featuring Juice WRLD & YNW Melly","6 Kiss",199436,0.687,0.449,2,-10.061,1,0.154,0.109,0,0.282,0.229,142.048,4,84,4
"Drake","6 Man",167653,0.798,0.529,8,-9.288,1,0.482,0.227,0,0.114,0.368,78.967,4,62,1
"LL Cool J","6 Minutes Of Pleasure",274053,0.596,0.671,10,-10.859,0,0.15,0.0148,0.221,0.109,0.89,200.121,4,23,2
"Sneaker Pimps","6 Underground",228840,0.587,0.687,1,-8.635,0,0.0509,0.0281,0.14,0.121,0.402,169.938,4,50,22
"Lil Yachty Featuring Trippie Redd","66",153474,0.667,0.723,5,-4.31,0,0.27,0.0455,0.000179,0.213,0.251,148.057,4,68,1
"Fetty Wap Featuring Remy Boyz","679",196693,0.618,0.717,7,-5.738,1,0.318,0.00256,0,0.625,0.603,190.05,4,76,40
"Love","7 And 7 Is",139160,0.453,0.788,9,-9.23,0,0.0341,0.00438,0.000121,0.131,0.55,78.504,4,41,10
"Craig David","7 Days",235133,0.659,0.812,4,-7.499,0,0.0487,0.23,0,0.0951,0.888,83.013,4,71,20
"Ariana Grande","7 Rings",178626,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,4,91,33
"Four Tops","7 Rooms Of Gloom",154573,0.452,0.694,3,-8.552,0,0.0399,0.246,0,0.267,0.874,89.262,4,33,8
"Youssou N'Dour & Neneh Cherry","7 Seconds",305773,0.68,0.702,1,-9.621,0,0.0267,0.0838,1.79e-06,0.326,0.509,154.198,4,60,4
"Morgan Wallen","7 Summers",210506,0.466,0.786,0,-5.13,1,0.0328,0.417,6.1e-05,0.125,0.571,203.903,4,75,24
"Miley Cyrus","7 Things",213453,0.599,0.893,1,-4.404,0,0.0376,0.018,0,0.0772,0.591,107.033,4,63,15
"Lukas Graham","7 Years",237300,0.765,0.473,10,-5.829,1,0.0514,0.287,0,0.391,0.34,119.992,4,81,36
"Prince And The New Power Generation","7",178266,0.738,0.79,2,-8.308,1,0.036,0.0165,0.00282,0.296,0.573,135.148,4,53,23
"Drake","8 Out Of 10",195720,0.529,0.69,2,-7.87,1,0.74,0.161,0,0.498,0.311,170.54,4,66,3
"Bill Anderson","8 X 10",167440,0.4,0.235,5,-17.508,1,0.0455,0.232,4.04e-05,0.348,0.507,93.236,4,8,6
"Blaque","808",306693,0.867,0.42,1,-9.478,1,0.167,0.00328,3.18e-06,0.0887,0.367,121.66,4,42,20
"Maren Morris","80s Mercedes",211767,0.485,0.834,9,-5.413,1,0.0715,0.0665,0,0.28,0.659,90.933,4,63,13
"Morgan Wallen","865",190680,0.532,0.584,8,-5.254,1,0.0248,0.723,0,0.101,0.367,88.003,4,73,5
"Billie Eilish","8",173201,0.735,0.235,3,-13.239,1,0.315,0.698,0.00604,0.107,0.462,62.446,4,80,1
"Big & Rich","8th Of November",298240,0.259,0.729,2,-2.665,1,0.0418,0.117,0,0.438,0.284,169.11,3,49,2
"Sugarhill Gang","8th Wonder",446506,0.871,0.937,1,-8.536,1,0.195,0.298,0,0.634,0.675,106.494,4,32,9
"Kimberley Locke","8th World Wonder",240733,0.537,0.758,7,-4.065,1,0.0249,0.0103,0,0.131,0.295,100.041,4,32,20
"Rick Ross Featuring Lil Wayne Or T.I.","9 Piece",239986,0.684,0.647,11,-6.777,1,0.285,0.00266,0,0.309,0.179,145.156,4,50,2
"Dolly Parton","9 To 5",162466,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,4,77,26
"Wyclef Jean Featuring Mary J. Blige","911",259333,0.747,0.646,7,-9.185,1,0.191,0.273,3.7e-06,0.0931,0.73,87.011,4,47,19
"Post Malone","92 Explorer",211426,0.802,0.743,7,-4.82,0,0.0474,0.269,1.36e-06,0.121,0.877,146.03,4,76,3
"Souls Of Mischief","93 'til Infinity",286440,0.59,0.672,1,-11.792,1,0.412,0.125,1.04e-06,0.147,0.688,206.247,4,69,9
"? (Question Mark) & The Mysterians","96 Tears",176866,0.65,0.562,7,-5.965,1,0.0345,0.0624,3.21e-05,0.076,0.882,123.674,4,54,15
"Big Maybelle","96 Tears",143280,0.696,0.851,7,-5.385,1,0.0506,0.0236,0.0309,0.055,0.889,119.479,4,37,3
"Garland Jeffreys","96 Tears",185573,0.647,0.645,11,-11.395,1,0.0307,0.000527,0.00201,0.0914,0.902,117.683,4,32,7
"Nena","99 Luftballons",232466,0.575,0.555,4,-7.495,1,0.0453,0.103,1.3e-06,0.111,0.504,95.361,4,74,23
"JAY-Z","99 Problems",234626,0.547,0.951,1,-4.079,0,0.151,0.00272,1.14e-05,0.0862,0.51,95.031,4,61,12
"Tony Lucca","99 Problems",143760,0.613,0.81,2,-4.115,1,0.0593,0.0222,0,0.206,0.875,166.019,4,19,1
"Peter Wolf","99 Worlds",216106,0.671,0.917,0,-10.351,1,0.0397,0.231,2.67e-05,0.676,0.911,133.288,4,6,4
"The O'Jays","992 Arguments",366373,0.627,0.804,5,-11.43,0,0.0446,0.0107,5.1e-05,0.164,0.798,130.167,4,24,8
"Toto","99",316053,0.482,0.471,10,-13.873,0,0.0334,0.181,0.00167,0.112,0.342,88.557,4,49,17
"Drake","9",255786,0.7,0.721,2,-7.296,1,0.0447,0.000855,0.00112,0.257,0.0378,100.003,4,62,5
"Clint Black With Wynonna","A Bad Goodbye",219293,0.401,0.261,11,-10.409,1,0.0315,0.8,1.63e-06,0.215,0.192,70.805,4,40,11
"Hurricane Chris","A Bay Bay",257120,0.577,0.668,6,-4.884,1,0.514,0.105,0,0.0924,0.702,60.709,3,54,20
"The Rascals","A Beautiful Morning",151800,0.503,0.484,5,-12.833,0,0.0311,0.399,0,0.345,0.8,122.203,4,49,13
"Sonny & Cher","A Beautiful Story",172800,0.474,0.328,7,-10.766,1,0.0338,0.737,0,0.128,0.602,159.172,3,9,5
"Londonbeat","A Better Love",240400,0.626,0.603,9,-14.718,1,0.0338,0.107,9.84e-05,0.34,0.749,95.734,4,17,15
"Deryl Dodd","A Bitter End",218979,0.595,0.418,9,-8.092,1,0.0308,0.568,1.27e-05,0.116,0.25,138.069,4,29,7
"Tyler, The Creator","A Boy Is A Gun",210253,0.417,0.689,2,-8.302,0,0.178,0.575,0,0.496,0.505,79.568,4,73,1
"Johnny Cash","A Boy Named Sue",233813,0.63,0.489,10,-12.144,1,0.18,0.77,0,0.381,0.796,101.876,4,62,12
"Frankie Avalon","A Boy Without A Girl",117093,0.474,0.22,4,-14.031,1,0.0262,0.749,6.08e-06,0.154,0.361,98.988,3,12,14
"Dusty Springfield","A Brand New Me",177133,0.399,0.285,7,-11.61,1,0.0295,0.936,1.06e-05,0.373,0.306,135.146,3,3,12
"The Supremes","A Breath Taking Guy",146560,0.604,0.529,2,-7.491,1,0.0335,0.899,0,0.166,0.8,109.627,4,6,7
"James Wolpert","A Case Of You",232660,0.613,0.229,8,-9.5,1,0.03,0.839,0,0.0997,0.502,94.109,4,31,1
"Ernie K-Doe","A Certain Girl",165826,0.81,0.712,1,-9.166,1,0.0398,0.653,0,0.214,0.955,129.113,4,29,4
"Warren Zevon","A Certain Girl",188200,0.694,0.726,11,-12.987,1,0.0427,0.322,0,0.293,0.968,121.977,4,30,7
"Johnny Mathis","A Certain Smile",168293,0.233,0.337,5,-10.031,1,0.0307,0.854,1.53e-06,0.274,0.218,73.576,4,39,9
"Sam Cooke","A Change Is Gonna Come",191160,0.212,0.42,10,-9.919,1,0.0344,0.76,0,0.307,0.493,169.555,3,67,7
"Pete Fountain","A Closer Walk",375560,0.544,0.246,9,-15.127,0,0.0406,0.824,0.863,0.32,0.193,96.118,4,31,3
"Walter Jackson","A Corner In The Sun",140800,0.417,0.469,7,-10.513,1,0.0342,0.74,1.59e-05,0.181,0.513,79.141,4,1,4
"Little Willie John","A Cottage For Sale",175440,0.339,0.329,5,-12.323,1,0.0303,0.575,1.44e-06,0.26,0.415,75.332,4,9,6
"Sonny & Cher","A Cowboys Work Is Never Done",194733,0.605,0.321,8,-14.102,1,0.0362,0.552,1.26e-05,0.34,0.597,135.461,4,25,13
"Lisette Melendez","A Day In My Life (Without You)",235040,0.606,0.947,6,-4.446,0,0.0371,0.000874,0.314,0.0514,0.789,119.104,4,34,20
"Jack Jones","A Day In The Life Of A Fool",141800,0.253,0.235,10,-12.934,0,0.0301,0.813,0.0754,0.114,0.219,169.935,4,33,8
"George Michael","A Different Corner",243533,0.266,0.287,6,-10.34,1,0.0333,0.857,0.00898,0.105,0.15,99.148,4,59,16
"Bucky Covington","A Different World",208573,0.62,0.686,9,-5.027,1,0.0276,0.0327,0,0.101,0.464,128.962,4,50,20
"The Limeliters","A Dollar Down",158093,0.492,0.483,0,-13.851,1,0.197,0.595,5.6e-06,0.0454,0.901,211.206,4,3,3
"Ringo Starr","A Dose Of Rock 'N' Roll",203906,0.542,0.503,8,-13.868,1,0.034,0.223,0.00128,0.29,0.96,105.428,4,13,9
"Todd Rundgren","A Dream Goes On Forever",145160,0.602,0.375,0,-12.308,1,0.0329,0.114,1.86e-06,0.0815,0.815,91.202,4,28,6
"Soul II Soul","A Dreams A Dream",338866,0.711,0.652,6,-13.49,0,0.0447,0.0269,0.00335,0.0565,0.544,103.258,4,27,5
"Tom Petty","A Face In The Crowd",239306,0.699,0.61,4,-13.372,0,0.0272,0.11,0.00188,0.06,0.755,105.568,4,43,8
"Gary Allan","A Feelin' Like That",210640,0.57,0.817,8,-8.35,1,0.0415,0.000502,1.29e-05,0.0844,0.487,113.466,4,37,1
"Clay Walker","A Few Questions",224258,0.586,0.247,7,-13.624,1,0.0284,0.413,0.0063,0.0905,0.115,140.943,4,0,13
"Walter Murphy & The Big Apple Band","A Fifth Of Beethoven",182533,0.688,0.506,0,-13.311,0,0.0408,0.316,0.69,0.0611,0.784,108.753,4,50,28
"Darlene Love","A Fine Fine Boy",165746,0.375,0.776,4,-6.035,0,0.0555,0.173,3.35e-06,0.155,0.467,146.741,4,21,6
"Tony Carey","A Fine Fine Day",265600,0.639,0.579,8,-9.326,1,0.0342,0.0591,0.00394,0.769,0.754,113.225,4,34,15
"Ike & Tina Turner","A Fool In Love",160626,0.615,0.479,7,-8.429,1,0.0644,0.588,0.000277,0.272,0.788,127.04,4,45,13
"Andy Williams","A Fool Never Learns",121786,0.542,0.706,5,-9.038,1,0.0318,0.778,1.21e-05,0.363,0.755,98.348,4,17,10
"Bob Dylan","A Fool Such As I",163053,0.563,0.857,7,-7.618,1,0.0604,0.165,1.83e-05,0.134,0.687,118.29,4,22,7
"The G-Clefs","A Girl Has To Know",158014,0.486,0.129,3,-18.138,1,0.0367,0.802,0,0.19,0.492,89.93,3,1,5
"Romeo Void","A Girl In Trouble (Is A Temporary Thing)",257333,0.683,0.722,0,-11.77,0,0.0322,0.117,0.392,0.158,0.879,130.581,4,40,13
"Easton Corbin","A Girl Like You",217840,0.74,0.777,5,-4.405,1,0.0329,0.0178,1.27e-06,0.0665,0.834,104.989,4,61,1
"The Smithereens","A Girl Like You",282866,0.657,0.828,1,-9.344,1,0.0283,0.0892,0,0.0575,0.908,123.799,4,49,20
"The Young Rascals","A Girl Like You",170313,0.496,0.548,0,-8.613,0,0.0462,0.637,0,0.0925,0.554,137.754,4,31,9
"The Chordettes","A Girl's Work Is Never Done",136560,0.642,0.975,3,-4.288,1,0.262,0.771,0.000382,0.0969,0.97,124.12,4,16,3
"Darryl Worley","A Good Day To Run",188573,0.59,0.773,6,-5.183,1,0.0286,0.221,5.49e-05,0.102,0.679,147.377,4,37,9
"Feargal Sharkey","A Good Heart",281800,0.653,0.884,10,-10.224,1,0.0444,0.417,0,0.318,0.762,104.647,4,58,6
"The Killers Featuring Toni Halliday","A Great Big Sled",258922,0.531,0.869,0,-3.832,1,0.0646,0.00174,0,0.174,0.321,127.951,4,57,2
"The Mindbenders","A Groovy Kind Of Love",121003,0.444,0.502,11,-13.791,0,0.031,0.472,1.9e-05,0.115,0.484,98.789,4,24,13
"Tyler Farr","A Guy Walks Into A Bar",196000,0.428,0.78,0,-3.472,1,0.0373,0.083,0,0.115,0.431,147.986,4,59,20
"Blake Shelton","A Guy With A Girl",189466,0.552,0.893,0,-4.593,1,0.0383,0.0158,0,0.105,0.777,163.948,4,65,17
